angry-mean,angry-median,angry-min,angry-max,angry-sd,angry-range,angry-skewness,angry-kurtosis,disgust-mean,disgust-median,disgust-min,disgust-max,disgust-sd,disgust-range,disgust-skewness,disgust-kurtosis,fear-mean,fear-median,fear-min,fear-max,fear-sd,fear-range,fear-skewness,fear-kurtosis,happy-mean,happy-median,happy-min,happy-max,happy-sd,happy-range,happy-skewness,happy-kurtosis,neutral-mean,neutral-median,neutral-min,neutral-max,neutral-sd,neutral-range,neutral-skewness,neutral-kurtosis,sad-mean,sad-median,sad-min,sad-max,sad-sd,sad-range,sad-skewness,sad-kurtosis,surprise-mean,surprise-median,surprise-min,surprise-max,surprise-sd,surprise-range,surprise-skewness,surprise-kurtosis,class
0.024844290657439375,0.02,0,0.14,0.018397569521249834,0.14,0.09323784389061657,0.27952602170727003,3.460207612456748E-05,0,0,0.01,0.0005872167040995545,0.01,-7.079676698731155E-07,4.171739501900995E-08,0.2233217993079583,0.19,0.02,0.67,0.1429110482974713,0.65,-0.003490129148659066,0.0035001603820145016,0.14214532871972313,0.04,0.01,0.87,0.1937185728162318,0.86,0.029975177224070264,0.061562317477755285,0.5038754325259518,0.53,0.02,0.86,0.20476384841541853,0.84,-0.012462761385581108,0.019103736575759967,0.07653979238754326,0.07,0,0.28,0.04315177176183233,0.28,0.0005560345967421009,0.00030229783266550267,0.028442906574394435,0.01,0,0.32,0.04466713909279643,0.32,-0.0002435711490826568,0.00010056968138068638,distracted
0.03385826771653539,0.03,0.01,0.12,0.016768326164335087,0.11,0.00019345047024710844,7.085507442568215E-05,0,0,0,0,0,0,0,0,0.18531496062992112,0.175,0.02,0.63,0.0993309271237623,0.61,0.07449051899123359,0.198493324514391,0.035039370078740015,0.02,0,0.23,0.03761332515910366,0.23,9.031327343821397E-06,1.191095774195613E-06,0.6522440944881887,0.66,0.21,0.91,0.13255545364826216,0.7000000000000001,-0.051458388574381,0.12121400894499974,0.07248031496062995,0.07,0.02,0.27,0.03311501084414568,0.25,4.609889660006969E-05,1.046803773450354E-05,0.019645669291338527,0.02,0,0.12,0.0177324949988082,0.12,0.00595425218490098,0.006834617356575608,distracted
0.03225454545454535,0.03,0.01,0.1,0.016906392746605634,0.09000000000000001,-8.62365615890964E-06,1.1500043259396815E-06,0,0,0,0,0,0,0,0,0.14974545454545468,0.1,0.01,0.61,0.10680963834305975,0.6,0.01747811722216576,0.029496496048078438,0.02381818181818172,0.02,0,0.17,0.02266682871437778,0.17,-1.7380602748449615E-05,2.9277276605119153E-06,0.7241454545454552,0.78,0.19,0.94,0.15639430566032517,0.75,-0.06275055815901803,0.16215649759805095,0.05745454545454529,0.05,0.01,0.29,0.03413439650548093,0.27999999999999997,1.1497785023057847,7.833030368717916,0.011381818181818132,0.01,0,0.06,0.009922409731311881,0.06,-9.821290219776045E-06,1.3677360401448396E-06,distracted
0.010406504065040628,0.01,0,0.09,0.012487286151150532,0.09,-1.4023466455611293E-07,4.5651201159041595E-09,0,0,0,0,0,0,0,0,0.04691056910569098,0.04,0,0.33,0.05190877052483231,0.33,-0.0005663844379267208,0.00029362528534409367,0.3647967479674798,0.14,0.01,1,0.36747844269165325,0.99,0.008247028915053932,0.01044018975041895,0.5461788617886177,0.74,0,0.92,0.33284684904476664,0.92,-0.007946421496149299,0.009935898936856763,0.02491869918699178,0.02,0,0.35,0.040492314536455735,0.35,-0.0009473777702938502,0.0005830099352098382,0.005081300813008132,0,0,0.19,0.018428986312851493,0.19,7.72878702591964E-05,2.062814406363414E-05,distracted
0.044765100671140735,0.04,0.01,0.17,0.026076395060519425,0.16,-0.0006091865653075751,0.000344936519921463,0,0,0,0,0,0,0,0,0.09758389261744961,0.08,0.03,0.42,0.05703114663813937,0.39,0.15003156247734162,0.5324950777138394,0.005134228187919467,0,0,0.05,0.007952170543355744,0.05,0.021922448881976645,0.0409817823781154,0.7778859060402689,0.8,0.38,0.92,0.09191417284884756,0.54,-0.10310921901812066,0.3229500959221043,0.06315436241610736,0.06,0.02,0.15,0.0236185357854203,0.13,0.16682796364597666,0.6134284106892395,0.010906040268456317,0.01,0,0.06,0.008757617801401585,0.06,-3.7159364031605266E-06,3.844410766301466E-07,distracted
0.022862318840579633,0.02,0.01,0.07,0.009486597738492138,0.060000000000000005,0.4444921596058397,2.208624237575458,0,0,0,0,0,0,0,0,0.1142028985507246,0.1,0.03,0.38,0.054224594588296045,0.35,0.006473248259700787,0.007854756235315584,0.006557971014492758,0.01,0,0.05,0.007379484012382904,0.05,0.0003676685641454329,0.00017149245837850375,0.7788768115942034,0.79,0.4,0.92,0.08430345058856377,0.52,-0.04756716971890106,0.11221375856160612,0.06768115942028981,0.06,0.02,0.18,0.028673318786808573,0.16,0.08573433100235,0.24613651382543994,0.009637681159420257,0.01,0,0.04,0.006528579343637233,0.04,6.19309314618292E-07,3.437002462892995E-08,distracted
0.01999999999999993,0.02,0.01,0.1,0.013377121081198779,0.09000000000000001,5.246879988111015E-46,2.721627721169862E-60,0,0,0,0,0,0,0,0,0.07793233082706763,0.05,0.01,0.48,0.06875812411205931,0.47,0.0008609772069830611,0.000526763997368077,0.013120300751879704,0,0,0.53,0.056499056828109434,0.53,0.03328219997871944,0.0688509462319584,0.8175187969924808,0.88,0.27,0.95,0.13739743140958374,0.6799999999999999,-0.01707003336634366,0.02826656522096465,0.06620300751879694,0.04,0.01,0.32,0.05832450824166049,0.31,0.007615196162993958,0.009635376121044379,0.0030075187969924827,0,0,0.08,0.00817891681763527,0.08,0.002349226614042897,0.0020084472438795867,distracted
0.029268292682926786,0.03,0.01,0.09,0.013659158771294212,0.08,-0.0010885426841016844,0.0007386203179156099,0,0,0,0,0,0,0,0,0.13303135888501733,0.1,0.02,0.58,0.10763958958759315,0.5599999999999999,0.0002894849499318585,0.0001263170435118919,0.007560975609756099,0.01,0,0.05,0.006805583618336098,0.05,0.0001603874600735719,5.7480584906008954E-05,0.7535540069686414,0.81,0.19,0.93,0.16143924664872747,0.74,-0.01695196231767177,0.02872459649214476,0.07062717770034845,0.06,0.02,0.31,0.04797237547183725,0.29,0.33319072124936405,1.5236474776497066,0.004529616724738679,0,0,0.05,0.0076307415711889225,0.05,0.029034950267746225,0.05886476495497406,distracted
0.07076923076923065,0.07,0.01,0.18,0.03222792350205702,0.16999999999999998,-0.0010294160027131541,0.0006634054011119836,0,0,0,0,0,0,0,0,0.1025,0.095,0.02,0.46,0.05852267805008453,0.44,0.0749714225669105,0.20176792053471915,0.006423076923076927,0,0,0.12,0.012796252687417376,0.12,0.004593908087069271,0.004874172013024109,0.7374999999999993,0.74,0.2,0.93,0.1158658873273486,0.73,-0.04732942577112264,0.10926961926253598,0.07176923076923082,0.06,0.02,0.4,0.04217117835706834,0.38,0.016289968539782575,0.026356320300167747,0.009076923076923066,0.01,0,0.05,0.010336355096763561,0.05,0.2386872549300643,0.9449962586056588,distracted
0.06798586572438159,0.07,0.02,0.17,0.030050131462756816,0.15000000000000002,1.0639952669566603E-06,7.131514013272058E-08,0,0,0,0,0,0,0,0,0.14053003533568892,0.13,0.01,0.44,0.07627411267236316,0.43,0.02160350138225292,0.03950278107266586,0.005653710247349827,0,0,0.06,0.008097040336184327,0.06,0.01965411307605525,0.03482304512679661,0.6707773851590104,0.68,0.25,0.92,0.11874533987902818,0.67,-0.012467981254627853,0.01898120003462344,0.09957597173144876,0.09,0.02,0.28,0.0412245902725183,0.26,0.0033316800439027548,0.0032669803965589737,0.014098939929328586,0.01,0,0.07,0.012838385145798837,0.07,-0.00011499978410557973,3.671623818582655E-05,distracted
